City,Mapped_Sales_Type,Mapped_Item_Code,Transaction_Date,Quantity_Sold,Median_Price,Average_Tax_Percent,Effective_Price,Percent_Quantity_With_Discount,Avg_Discount_Percent_On_Discounted_Items,Year,Month,Day,Car_sales,F_and_B_Inflation,F_and_B_Inflation_Adjusted_Effective_Price,F_and_B_Inflation_Adjusted_Median_Price,First_Week_Of_The_Month_Dummy,Last_Week_Of_The_Month_Dummy,Day_Of_The_Week_Seasonality,Month_Of_The_Year_Seasonality,Two_Wheeler_sales
Chennai,Take Away,4065,9/16/2017,216,549,0.18,605.1451429,0.00952381,0.118004202,2017,9,Sat,9291.24,140,4.008179592,3.4,0,0,0.88,1,36447.84
Chennai,Take Away,4056,9/16/2017,764,247,0.18,248.9112404,0.006125574,0.383505747,2017,9,Sat,9291.24,140,1.463651717,1.242857143,0,0,0.91,1,36447.84
Chennai,Delivery,4062,9/16/2017,117,819,0.18,924.3983333,,,2017,9,Sat,9291.24,140,6.288559524,5.328571429,0,0,0.9,0.83,36447.84
Chennai,Main Hall,970,9/16/2017,190,222,0.18,219.82,,,2017,9,Sat,9291.24,140,1.255857143,1.064285714,0,0,1.45,0.99,36447.84
Chennai,Delivery,4060,9/16/2017,219,362,0.18,385.02,,,2017,9,Sat,9291.24,140,2.435857143,2.064285714,0,0,1.07,0.83,36447.84
Chennai,Delivery,4068,9/16/2017,162,524,0.18,576.18,,,2017,9,Sat,9291.24,140,3.801285714,3.221428571,0,0,1.62,0.83,36447.84
Chennai,Take Away,4061,9/16/2017,234,699,0.18,781.4788618,0.016260163,0.118003195,2017,9,Sat,9291.24,140,5.267706156,4.471428571,0,0,0.93,1,36447.84
Chennai,Express,4057,9/16/2017,112,287,0.18,296.52,,,2017,9,Sat,9291.24,140,1.803714286,1.528571429,0,0,1.27,0.1,36447.84
Chennai,Dine-in,966,9/16/2017,1206,352,0.18,371.6265388,0.01369863,0.41692951,2017,9,Sat,9291.24,140,2.340189563,1.992857143,0,0,1.02,0.9,36447.84
Chennai,Dine-in,965,9/16/2017,2148,334,0.18,351.1030731,0.005891016,0.570338442,2017,9,Sat,9291.24,140,2.19359338,1.864285714,0,0,1.03,0.9,36447.84
Chennai,Dine-in,964,9/16/2017,124,993,0.18,1129.6,,,2017,9,Sat,9291.24,140,7.754285714,6.571428571,0,0,1.01,0.9,36447.84
Chennai,Dine-in,964,9/15/2017,139,993,0.18,1129.6,,,2017,9,Fri,9291.24,140,7.754285714,6.571428571,0,0,1.18,0.9,36447.84
Chennai,Delivery,4060,9/15/2017,205,362,0.18,385.02,,,2017,9,Fri,9291.24,140,2.435857143,2.064285714,0,0,1.17,0.83,36447.84
Chennai,Main Hall,970,9/15/2017,157,222,0.18,219.82,,,2017,9,Fri,9291.24,140,1.255857143,1.064285714,0,0,0.92,0.99,36447.84
Chennai,Main Hall,971,9/15/2017,135,222,0.18,205.1683333,0.083333333,1.18,2017,9,Fri,9291.24,140,1.151202381,1.064285714,0,0,1.16,0.99,36447.84
Chennai,Dine-in,978,9/15/2017,230,1053,0.18,1200.4,,,2017,9,Fri,9291.24,140,8.26,7,0,0,1.12,0.9,36447.84
Chennai,Take Away,4056,9/15/2017,942,247,0.18,248.5293622,0.016847172,0.269716749,2017,9,Fri,9291.24,140,1.460924016,1.242857143,0,0,1.1,1,36447.84
Chennai,Take Away,4068,9/15/2017,204,474,0.18,517.18,,,2017,9,Fri,9291.24,140,3.379857143,2.864285714,0,0,0.94,1,36447.84
Chennai,Take Away,4065,9/15/2017,220,549,0.18,600.5269725,0.009174312,1.18,2017,9,Fri,9291.24,140,3.975192661,3.4,0,0,1.06,1,36447.84
Chennai,Delivery,4057,9/15/2017,171,242,0.18,243.42,,,2017,9,Fri,9291.24,140,1.424428571,1.207142857,0,0,1.09,0.83,36447.84
Chennai,Express,4058,9/15/2017,123,287,0.18,296.52,,,2017,9,Fri,9291.24,140,1.803714286,1.528571429,0,0,0.96,0.1,36447.84
Chennai,Take Away,4066,9/15/2017,176,531,0.18,584.44,,,2017,9,Fri,9291.24,140,3.860285714,3.271428571,0,0,1.02,1,36447.84
Chennai,Dine-in,966,9/15/2017,1253,352,0.18,372.1533625,0.007005254,0.545752688,2017,9,Fri,9291.24,140,2.343952589,1.992857143,0,0,1.12,0.9,36447.84
Chennai,Delivery,4061,9/15/2017,133,777,0.18,874.72,,,2017,9,Fri,9291.24,140,5.933714286,5.028571429,0,0,1.48,0.83,36447.84
Chennai,Take Away,4058,9/15/2017,792,223,0.18,220.2982379,0.039647577,0.118,2017,9,Fri,9291.24,140,1.259273128,1.071428571,0,0,1.04,1,36447.84
Chennai,Dine-in,970,9/15/2017,696,287,0.18,296.0883419,0.001709402,1.18,2017,9,Fri,9291.24,140,1.800631013,1.528571429,0,0,0.99,0.9,36447.84
Chennai,Express,4057,9/15/2017,116,287,0.18,296.52,,,2017,9,Fri,9291.24,140,1.803714286,1.528571429,0,0,1.02,0.1,36447.84
Chennai,Express,4055,9/15/2017,135,334,0.18,351.98,,,2017,9,Fri,9291.24,140,2.199857143,1.864285714,0,0,1.07,0.1,36447.84
Chennai,Main Hall,10000,9/15/2017,536,247.5,0.18,249.4315765,0.002352941,1.18,2017,9,Fri,9291.24,140,1.467368403,1.246428571,0,0,1.08,0.99,36447.84
Chennai,Dine-in,979,9/15/2017,172,1096,0.18,1251.14,,,2017,9,Fri,9291.24,140,8.622428571,7.307142857,0,0,1.16,0.9,36447.84
Chennai,Delivery,4066,9/15/2017,116,588,0.18,651.7,,,2017,9,Fri,9291.24,140,4.340714286,3.678571429,0,0,1.21,0.83,36447.84
Chennai,Express,1045,9/15/2017,190,353,0.18,374.4,,,2017,9,Fri,9291.24,140,2.36,2,0,0,1.1,0.1,36447.84
Chennai,Take Away,4055,9/15/2017,2090,239,0.18,237.811329,0.055583628,0.22419989,2017,9,Fri,9291.24,140,1.384366635,1.185714286,0,0,1.1,1,36447.84
Chennai,Dine-in,971,9/15/2017,332,287,0.18,296.52,,,2017,9,Fri,9291.24,140,1.803714286,1.528571429,0,0,1.08,0.9,36447.84
Chennai,Delivery,4056,9/15/2017,300,269,0.18,275.28,,,2017,9,Fri,9291.24,140,1.652,1.4,0,0,1.16,0.83,36447.84
Chennai,Delivery,4062,9/15/2017,117,819,0.18,924.28,,,2017,9,Fri,9291.24,140,6.287714286,5.328571429,0,0,1.51,0.83,36447.84
Chennai,Delivery,4068,9/15/2017,151,524,0.18,576.18,,,2017,9,Fri,9291.24,140,3.801285714,3.221428571,0,0,1.06,0.83,36447.84
Chennai,Dine-in,965,9/15/2017,2293,334,0.18,351.1048946,0.003666361,0.914501916,2017,9,Fri,9291.24,140,2.19360639,1.864285714,0,0,1.08,0.9,36447.84
Chennai,Take Away,4061,9/15/2017,301,699,0.18,782.68,,,2017,9,Fri,9291.24,140,5.276285714,4.471428571,0,0,1.21,1,36447.84
Chennai,Delivery,4065,9/15/2017,133,609,0.18,676.48,,,2017,9,Fri,9291.24,140,4.517714286,3.828571429,0,0,1.26,0.83,36447.84
Chennai,Take Away,4060,9/15/2017,342,330,0.18,347.26,,,2017,9,Fri,9291.24,140,2.166142857,1.835714286,0,0,1.14,1,36447.84
Chennai,Delivery,4055,9/15/2017,530,260,0.18,264.6536993,,,2017,9,Fri,9291.24,140,1.576097852,1.335714286,0,0,1.13,0.83,36447.84
Chennai,Take Away,4062,9/15/2017,181,736.56,0.18,827,,,2017,9,Fri,9291.24,140,5.592857143,4.739714286,0,0,1.12,1,36447.84
Chennai,Main Hall,965,9/15/2017,753,239,0.18,238.8731464,0.009345794,0.648995984,2017,9,Fri,9291.24,140,1.391951046,1.185714286,0,0,1.13,0.99,36447.84
Chennai,Delivery,4058,9/15/2017,298,242,0.18,243.42,,,2017,9,Fri,9291.24,140,1.424428571,1.207142857,0,0,1.06,0.83,36447.84
Chennai,Take Away,4063,9/15/2017,165,637.41,0.18,710.0066667,,,2017,9,Fri,9291.24,140,4.757190476,4.0315,0,0,1.07,1,36447.84
Chennai,Delivery,4059,9/15/2017,341,349,0.18,369.6770435,,,2017,9,Fri,9291.24,140,2.326264596,1.971428571,0,0,1.16,0.83,36447.84
Chennai,Delivery,4064,9/15/2017,233,573,0.18,634,,,2017,9,Fri,9291.24,140,4.214285714,3.571428571,0,0,1.23,0.83,36447.84
Chennai,Take Away,4064,9/15/2017,476,517,0.18,567.92,,,2017,9,Fri,9291.24,140,3.742285714,3.171428571,0,0,1.05,1,36447.84
Chennai,Delivery,4063,9/15/2017,119,708,0.18,793.3,,,2017,9,Fri,9291.24,140,5.352142857,4.535714286,0,0,1.14,0.83,36447.84
Chennai,Express,4056,9/15/2017,115,352,0.18,373.22,,,2017,9,Fri,9291.24,140,2.351571429,1.992857143,0,0,1.08,0.1,36447.84
Chennai,Take Away,4057,9/15/2017,236,223,0.18,212.504,0.048,1.18,2017,9,Fri,9291.24,140,1.2036,1.071428571,0,0,1.04,1,36447.84
Chennai,Take Away,4059,9/15/2017,675,318,0.18,333.1,,,2017,9,Fri,9291.24,140,2.065,1.75,0,0,1.2,1,36447.84
Chennai,Express,9978,9/15/2017,155,242,0.18,243.42,,,2017,9,Fri,9291.24,140,1.424428571,1.207142857,0,0,1.12,0.1,36447.84
Chennai,Take Away,4056,9/14/2017,735,247,0.18,248.6619231,0.003205128,1.18,2017,9,Thu,9291.24,140,1.461870879,1.242857143,0,0,0.82,1,36447.84
Chennai,Delivery,4066,9/14/2017,118,588,0.18,651.7,,,2017,9,Thu,9291.24,140,4.340714286,3.678571429,0,0,0.67,0.83,36447.84
Chennai,Dine-in,971,9/14/2017,233,287,0.18,296.52,,,2017,9,Thu,9291.24,140,1.803714286,1.528571429,0,0,0.76,0.9,36447.84
Chennai,Delivery,4060,9/14/2017,203,362,0.18,385.02,,,2017,9,Thu,9291.24,140,2.435857143,2.064285714,0,0,0.8,0.83,36447.84
Chennai,Delivery,4065,9/14/2017,124,609,0.18,676.48,,,2017,9,Thu,9291.24,140,4.517714286,3.828571429,0,0,0.74,0.83,36447.84
Chennai,Dine-in,979,9/14/2017,154,1096,0.18,1251.14,,,2017,9,Thu,9291.24,140,8.622428571,7.307142857,0,0,0.77,0.9,36447.84
Chennai,Delivery,4062,9/14/2017,116,819,0.18,924.28,,,2017,9,Thu,9291.24,140,6.287714286,5.328571429,0,0,0.72,0.83,36447.84
Chennai,Take Away,4055,9/14/2017,1334,239,0.18,238.6218479,0.007358953,1.18,2017,9,Thu,9291.24,140,1.390156057,1.185714286,0,0,0.8,1,36447.84
Chennai,Express,4058,9/14/2017,116,287,0.18,296.52,,,2017,9,Thu,9291.24,140,1.803714286,1.528571429,0,0,0.8,0.1,36447.84
Chennai,Express,9978,9/14/2017,152,242,0.18,243.42,,,2017,9,Thu,9291.24,140,1.424428571,1.207142857,0,0,0.76,0.1,36447.84
Chennai,Take Away,4058,9/14/2017,691,223,0.18,221,,,2017,9,Thu,9291.24,140,1.264285714,1.071428571,0,0,0.84,1,36447.84
Chennai,Main Hall,971,9/14/2017,128,222,0.18,178.4505882,0.235294118,1.18,2017,9,Thu,9291.24,140,0.960361345,1.064285714,0,0,0.86,0.99,36447.84
Chennai,Delivery,4055,9/14/2017,370,260,0.18,264.6498069,,,2017,9,Thu,9291.24,140,1.57607005,1.335714286,0,0,0.82,0.83,36447.84
Chennai,Take Away,4057,9/14/2017,230,223,0.18,218.0252101,0.016806723,1.18,2017,9,Thu,9291.24,140,1.243037215,1.071428571,0,0,0.69,1,36447.84
Chennai,Main Hall,10000,9/14/2017,491,247.5,0.18,249.9157895,,,2017,9,Thu,9291.24,140,1.470827068,1.246428571,0,0,0.97,0.99,36447.84
Chennai,Delivery,4061,9/14/2017,123,777,0.18,874.72,,,2017,9,Thu,9291.24,140,5.933714286,5.028571429,0,0,0.74,0.83,36447.84
Chennai,Take Away,4068,9/14/2017,177,474,0.18,517.18,,,2017,9,Thu,9291.24,140,3.379857143,2.864285714,0,0,0.75,1,36447.84
Chennai,Delivery,4057,9/14/2017,164,242,0.18,243.42,,,2017,9,Thu,9291.24,140,1.424428571,1.207142857,0,0,0.74,0.83,36447.84
Chennai,Express,1045,9/14/2017,155,353,0.18,374.4,,,2017,9,Thu,9291.24,140,2.36,2,0,0,0.73,0.1,36447.84
Chennai,Take Away,9978,9/14/2017,112,242,0.18,243.42,,,2017,9,Thu,9291.24,140,1.424428571,1.207142857,0,0,0.89,1,36447.84
Chennai,Take Away,4061,9/14/2017,206,699,0.18,782.68,,,2017,9,Thu,9291.24,140,5.276285714,4.471428571,0,0,0.71,1,36447.84
Chennai,Delivery,4068,9/14/2017,148,524,0.18,576.18,,,2017,9,Thu,9291.24,140,3.801285714,3.221428571,0,0,0.77,0.83,36447.84
Chennai,Delivery,4059,9/14/2017,243,349,0.18,369.669697,,,2017,9,Thu,9291.24,140,2.326212121,1.971428571,0,0,0.78,0.83,36447.84
Chennai,Express,4057,9/14/2017,112,287,0.18,296.52,,,2017,9,Thu,9291.24,140,1.803714286,1.528571429,0,0,0.71,0.1,36447.84
Chennai,Take Away,4062,9/14/2017,145,736.56,0.18,827,,,2017,9,Thu,9291.24,140,5.592857143,4.739714286,0,0,0.75,1,36447.84
Chennai,Dine-in,978,9/14/2017,199,1053,0.18,1200.4,,,2017,9,Thu,9291.24,140,8.26,7,0,0,0.71,0.9,36447.84
Chennai,Take Away,4063,9/14/2017,138,637.41,0.18,710.0055556,,,2017,9,Thu,9291.24,140,4.75718254,4.0315,0,0,0.87,1,36447.84
Chennai,Delivery,4058,9/14/2017,263,242,0.18,243.42,,,2017,9,Thu,9291.24,140,1.424428571,1.207142857,0,0,0.83,0.83,36447.84
Chennai,Dine-in,966,9/14/2017,1013,352,0.18,371.3585588,0.006651885,1.002998805,2017,9,Thu,9291.24,140,2.33827542,1.992857143,0,0,0.86,0.9,36447.84
Chennai,Delivery,4063,9/14/2017,121,708,0.18,793.3,,,2017,9,Thu,9291.24,140,5.352142857,4.535714286,0,0,0.88,0.83,36447.84
Chennai,Take Away,4065,9/14/2017,176,549,0.18,605.68,,,2017,9,Thu,9291.24,140,4.012,3.4,0,0,0.74,1,36447.84
Chennai,Main Hall,965,9/14/2017,613,239,0.18,239.0996016,0.003984064,1.18,2017,9,Thu,9291.24,140,1.393568583,1.185714286,0,0,0.96,0.99,36447.84
Chennai,Dine-in,970,9/14/2017,698,287,0.18,295.4875298,0.010221465,0.472001558,2017,9,Thu,9291.24,140,1.796339499,1.528571429,0,0,0.89,0.9,36447.84
Chennai,Take Away,4059,9/14/2017,428,318,0.18,333.0088328,0.003154574,0.118,2017,9,Thu,9291.24,140,2.064348806,1.75,0,0,0.78,1,36447.84
Chennai,Dine-in,964,9/14/2017,128,993,0.18,1129.6,,,2017,9,Thu,9291.24,140,7.754285714,6.571428571,0,0,0.79,0.9,36447.84
Chennai,Delivery,4064,9/14/2017,194,573,0.18,634,,,2017,9,Thu,9291.24,140,4.214285714,3.571428571,0,0,0.72,0.83,36447.84
Chennai,Take Away,4060,9/14/2017,278,330,0.18,347.26,,,2017,9,Thu,9291.24,140,2.166142857,1.835714286,0,0,0.82,1,36447.84
Chennai,Take Away,4066,9/14/2017,144,531,0.18,584.44,,,2017,9,Thu,9291.24,140,3.860285714,3.271428571,0,0,0.68,1,36447.84
Chennai,Express,4055,9/14/2017,126,334,0.18,351.98,,,2017,9,Thu,9291.24,140,2.199857143,1.864285714,0,0,0.74,0.1,36447.84
Chennai,Delivery,4056,9/14/2017,259,269,0.18,275.28,,,2017,9,Thu,9291.24,140,1.652,1.4,0,0,0.83,0.83,36447.84
Chennai,Main Hall,970,9/14/2017,144,222,0.18,219.82,,,2017,9,Thu,9291.24,140,1.255857143,1.064285714,0,0,1,0.99,36447.84
Chennai,Dine-in,965,9/14/2017,1549,334,0.18,351.0376356,0.004867872,0.741718664,2017,9,Thu,9291.24,140,2.193125969,1.864285714,0,0,0.81,0.9,36447.84
Chennai,Express,4056,9/14/2017,116,352,0.18,373.22,,,2017,9,Thu,9291.24,140,2.351571429,1.992857143,0,0,0.82,0.1,36447.84
Chennai,Take Away,4064,9/14/2017,337,517,0.18,567.92,,,2017,9,Thu,9291.24,140,3.742285714,3.171428571,0,0,0.7,1,36447.84
Chennai,Take Away,4061,9/13/2017,240,699,0.18,780.9621705,0.023255814,0.11799787,2017,9,Wed,9291.24,140,5.264015504,4.471428571,0,0,1.05,1,36447.84
Chennai,Dine-in,971,9/13/2017,282,287,0.18,295.0432749,0.005847953,1.18,2017,9,Wed,9291.24,140,1.793166249,1.528571429,0,0,0.92,0.9,36447.84
Chennai,Dine-in,979,9/13/2017,160,1096,0.18,1241.285306,0.081632653,0.11799609,2017,9,Wed,9291.24,140,8.552037901,7.307142857,0,0,0.99,0.9,36447.84
Chennai,Dine-in,965,9/13/2017,2033,334,0.18,350.025078,0.007284079,1.028286809,2017,9,Wed,9291.24,140,2.185893415,1.864285714,0,0,0.98,0.9,36447.84
Chennai,Express,4058,9/13/2017,118,287,0.18,296.52,,,2017,9,Wed,9291.24,140,1.803714286,1.528571429,0,0,0.67,0.1,36447.84
Chennai,Main Hall,10000,9/13/2017,495,247.5,0.18,247.7698958,0.010416667,1.18,2017,9,Wed,9291.24,140,1.455499256,1.246428571,0,0,1.09,0.99,36447.84
Chennai,Delivery,4062,9/13/2017,116,819,0.18,924.564,,,2017,9,Wed,9291.24,140,6.289742857,5.328571429,0,0,1.02,0.83,36447.84
Chennai,Delivery,4065,9/13/2017,129,609,0.18,676.48,,,2017,9,Wed,9291.24,140,4.517714286,3.828571429,0,0,0.93,0.83,36447.84
Chennai,Delivery,4068,9/13/2017,147,524,0.18,576.18,,,2017,9,Wed,9291.24,140,3.801285714,3.221428571,0,0,0.71,0.83,36447.84
Chennai,Take Away,4062,9/13/2017,155,736.56,0.18,827,,,2017,9,Wed,9291.24,140,5.592857143,4.739714286,0,0,1.03,1,36447.84
Chennai,Take Away,4056,9/13/2017,888,247,0.18,248.6329472,0.01029601,0.383498563,2017,9,Wed,9291.24,140,1.461663909,1.242857143,0,0,1.02,1,36447.84
Chennai,Delivery,4060,9/13/2017,200,362,0.18,385.02,,,2017,9,Wed,9291.24,140,2.435857143,2.064285714,0,0,0.92,0.83,36447.84
Chennai,Delivery,4058,9/13/2017,251,242,0.18,243.42,,,2017,9,Wed,9291.24,140,1.424428571,1.207142857,0,0,0.74,0.83,36447.84
Chennai,Delivery,4063,9/13/2017,116,708,0.18,793.3,,,2017,9,Wed,9291.24,140,5.352142857,4.535714286,0,0,0.89,0.83,36447.84
Chennai,Express,4056,9/13/2017,117,352,0.18,373.22,,,2017,9,Wed,9291.24,140,2.351571429,1.992857143,0,0,0.9,0.1,36447.84
Chennai,Take Away,4059,9/13/2017,522,318,0.18,333.1,,,2017,9,Wed,9291.24,140,2.065,1.75,0,0,0.98,1,36447.84
Chennai,Take Away,4057,9/13/2017,227,223,0.18,204.2155172,0.094827586,1.18,2017,9,Wed,9291.24,140,1.144396552,1.071428571,0,0,0.91,1,36447.84
Chennai,Delivery,4064,9/13/2017,214,573,0.18,634,,,2017,9,Wed,9291.24,140,4.214285714,3.571428571,0,0,0.97,0.83,36447.84
Chennai,Delivery,4066,9/13/2017,120,588,0.18,651.7,,,2017,9,Wed,9291.24,140,4.340714286,3.678571429,0,0,0.92,0.83,36447.84
Chennai,Dine-in,978,9/13/2017,230,1053,0.18,1199.428067,0.008403361,0.118020408,2017,9,Wed,9291.24,140,8.253057623,7,0,0,0.98,0.9,36447.84
Chennai,Express,1045,9/13/2017,151,353,0.18,374.4,,,2017,9,Wed,9291.24,140,2.36,2,0,0,0.81,0.1,36447.84
Chennai,Delivery,4057,9/13/2017,170,242,0.18,243.42,,,2017,9,Wed,9291.24,140,1.424428571,1.207142857,0,0,0.86,0.83,36447.84
Chennai,Express,4057,9/13/2017,115,287,0.18,296.52,,,2017,9,Wed,9291.24,140,1.803714286,1.528571429,0,0,0.92,0.1,36447.84
Chennai,Dine-in,964,9/13/2017,132,993,0.18,1129.6,,,2017,9,Wed,9291.24,140,7.754285714,6.571428571,0,0,0.96,0.9,36447.84
Chennai,Take Away,4066,9/13/2017,164,531,0.18,584.44,,,2017,9,Wed,9291.24,140,3.860285714,3.271428571,0,0,0.94,1,36447.84
Chennai,Express,4055,9/13/2017,137,334,0.18,351.98,,,2017,9,Wed,9291.24,140,2.199857143,1.864285714,0,0,0.78,0.1,36447.84
Chennai,Delivery,4061,9/13/2017,141,777,0.18,874.72,,,2017,9,Wed,9291.24,140,5.933714286,5.028571429,0,0,1.08,0.83,36447.84
Chennai,Main Hall,970,9/13/2017,136,222,0.18,219.82,,,2017,9,Wed,9291.24,140,1.255857143,1.064285714,0,0,0.82,0.99,36447.84
Chennai,Dine-in,970,9/13/2017,560,287,0.18,295.2826726,0.008908686,0.648995327,2017,9,Wed,9291.24,140,1.794876233,1.528571429,0,0,0.76,0.9,36447.84
Chennai,Take Away,4065,9/13/2017,216,549,0.18,605.68,,,2017,9,Wed,9291.24,140,4.012,3.4,0,0,1,1,36447.84
Chennai,Main Hall,971,9/13/2017,146,222,0.18,199.7262857,0.114285714,1.18,2017,9,Wed,9291.24,140,1.112330612,1.064285714,0,0,1.1,0.99,36447.84
Chennai,Dine-in,966,9/13/2017,1188,352,0.18,370.9579573,0.010213556,0.793815575,2017,9,Wed,9291.24,140,2.335413981,1.992857143,0,0,1.01,0.9,36447.84
Chennai,Take Away,4063,9/13/2017,143,637.41,0.18,707.925,0.03125,0.117999327,2017,9,Wed,9291.24,140,4.742321429,4.0315,0,0,0.83,1,36447.84
Chennai,Take Away,4060,9/13/2017,342,330,0.18,344.5031169,0.012987013,0.826005188,2017,9,Wed,9291.24,140,2.146450835,1.835714286,0,0,0.99,1,36447.84
Chennai,Delivery,4059,9/13/2017,290,349,0.18,369.6001117,,,2017,9,Wed,9291.24,140,2.325715084,1.971428571,0,0,0.94,0.83,36447.84
Chennai,Express,9978,9/13/2017,152,242,0.18,243.42,,,2017,9,Wed,9291.24,140,1.424428571,1.207142857,0,0,0.79,0.1,36447.84
Chennai,Delivery,4056,9/13/2017,270,269,0.18,275.28,,,2017,9,Wed,9291.24,140,1.652,1.4,0,0,0.93,0.83,36447.84
Chennai,Delivery,4055,9/13/2017,485,260,0.18,264.5629412,,,2017,9,Wed,9291.24,140,1.57544958,1.335714286,0,0,0.95,0.83,36447.84
Chennai,Main Hall,965,9/13/2017,624,239,0.18,239.4981676,0.001949318,1.18,2017,9,Wed,9291.24,140,1.396415483,1.185714286,0,0,1.07,0.99,36447.84
Chennai,Take Away,4055,9/13/2017,1707,239,0.18,238.7140476,0.014411028,0.487391304,2017,9,Wed,9291.24,140,1.390814626,1.185714286,0,0,1.02,1,36447.84
Chennai,Take Away,4058,9/13/2017,620,223,0.18,220.8956582,0.003929273,0.177033333,2017,9,Wed,9291.24,140,1.263540415,1.071428571,0,0,0.78,1,36447.84
Chennai,Take Away,4068,9/13/2017,170,474,0.18,517.18,,,2017,9,Wed,9291.24,140,3.379857143,2.864285714,0,0,0.7,1,36447.84
Chennai,Take Away,4064,9/13/2017,375,517,0.18,565.9354545,0.003787879,1.18,2017,9,Wed,9291.24,140,3.72811039,3.171428571,0,0,0.97,1,36447.84
Chennai,Take Away,4056,9/12/2017,721,247,0.18,248.2428852,0.052459016,0.117999282,2017,9,Tue,9291.24,140,1.458877752,1.242857143,0,0,0.89,1,36447.84
Chennai,Dine-in,964,9/12/2017,118,993,0.18,1129.6,,,2017,9,Tue,9291.24,140,7.754285714,6.571428571,0,0,0.84,0.9,36447.84
Chennai,Delivery,4066,9/12/2017,118,588,0.18,651.7,,,2017,9,Tue,9291.24,140,4.340714286,3.678571429,0,0,0.72,0.83,36447.84
Chennai,Express,4056,9/12/2017,116,352,0.18,373.22,,,2017,9,Tue,9291.24,140,2.351571429,1.992857143,0,0,0.84,0.1,36447.84
Chennai,Main Hall,970,9/12/2017,140,222,0.18,219.82,,,2017,9,Tue,9291.24,140,1.255857143,1.064285714,0,0,0.92,0.99,36447.84
Chennai,Dine-in,978,9/12/2017,196,1053,0.18,1200.4,,,2017,9,Tue,9291.24,140,8.26,7,0,0,0.83,0.9,36447.84
Chennai,Express,4058,9/12/2017,116,287,0.18,296.52,,,2017,9,Tue,9291.24,140,1.803714286,1.528571429,0,0,0.7,0.1,36447.84
Chennai,Take Away,4057,9/12/2017,200,223,0.18,221,,,2017,9,Tue,9291.24,140,1.264285714,1.071428571,0,0,0.76,1,36447.84
Chennai,Take Away,4058,9/12/2017,542,223,0.18,221,,,2017,9,Tue,9291.24,140,1.264285714,1.071428571,0,0,0.75,1,36447.84
Chennai,Dine-in,966,9/12/2017,1119,352,0.18,371.8482738,0.015873016,0.309746864,2017,9,Tue,9291.24,140,2.341773384,1.992857143,0,0,0.92,0.9,36447.84
Chennai,Express,4057,9/12/2017,115,287,0.18,296.52,,,2017,9,Tue,9291.24,140,1.803714286,1.528571429,0,0,0.72,0.1,36447.84
Chennai,Delivery,4057,9/12/2017,149,242,0.18,243.42,,,2017,9,Tue,9291.24,140,1.424428571,1.207142857,0,0,0.74,0.83,36447.84
Chennai,Take Away,4066,9/12/2017,162,531,0.18,584.44,,,2017,9,Tue,9291.24,140,3.860285714,3.271428571,0,0,0.77,1,36447.84
Chennai,Express,1045,9/12/2017,166,353,0.18,374.4,,,2017,9,Tue,9291.24,140,2.36,2,0,0,0.73,0.1,36447.84
Chennai,Main Hall,965,9/12/2017,735,239,0.18,239.7230449,0.008012821,0.118,2017,9,Tue,9291.24,140,1.398021749,1.185714286,0,0,1.08,0.99,36447.84
Chennai,Delivery,4065,9/12/2017,120,609,0.18,676.48,,,2017,9,Tue,9291.24,140,4.517714286,3.828571429,0,0,0.77,0.83,36447.84
Chennai,Delivery,4062,9/12/2017,113,819,0.18,924.28,,,2017,9,Tue,9291.24,140,6.287714286,5.328571429,0,0,0.76,0.83,36447.84
Chennai,Express,4055,9/12/2017,128,334,0.18,351.98,,,2017,9,Tue,9291.24,140,2.199857143,1.864285714,0,0,0.71,0.1,36447.84
Chennai,Dine-in,970,9/12/2017,631,287,0.18,294.5289615,0.009615385,0.967598131,2017,9,Tue,9291.24,140,1.789492582,1.528571429,0,0,0.8,0.9,36447.84
Chennai,Delivery,4061,9/12/2017,120,777,0.18,874.72,,,2017,9,Tue,9291.24,140,5.933714286,5.028571429,0,0,0.75,0.83,36447.84
Chennai,Take Away,4065,9/12/2017,190,549,0.18,598.5701266,0.012658228,1.18,2017,9,Tue,9291.24,140,3.96121519,3.4,0,0,0.86,1,36447.84
Chennai,Main Hall,971,9/12/2017,131,222,0.18,211.029,0.05,1.18,2017,9,Tue,9291.24,140,1.193064286,1.064285714,0,0,1.01,0.99,36447.84
Chennai,Delivery,4056,9/12/2017,215,269,0.18,275.28,,,2017,9,Tue,9291.24,140,1.652,1.4,0,0,0.82,0.83,36447.84
Chennai,Express,9978,9/12/2017,145,242,0.18,243.42,,,2017,9,Tue,9291.24,140,1.424428571,1.207142857,0,0,0.78,0.1,36447.84
Chennai,Delivery,4059,9/12/2017,244,349,0.18,369.6186466,,,2017,9,Tue,9291.24,140,2.325847476,1.971428571,0,0,0.77,0.83,36447.84
Chennai,Take Away,4063,9/12/2017,125,637.41,0.18,700.4928571,0.142857143,0.117999327,2017,9,Tue,9291.24,140,4.689234694,4.0315,0,0,0.68,1,36447.84
Chennai,Take Away,4068,9/12/2017,172,474,0.18,517.18,,,2017,9,Tue,9291.24,140,3.379857143,2.864285714,0,0,0.66,1,36447.84
Chennai,Take Away,4055,9/12/2017,1534,239,0.18,237.3884891,0.013352073,1.124105897,2017,9,Tue,9291.24,140,1.381346351,1.185714286,0,0,0.88,1,36447.84
